P6,PG39,PG39
P1,WJ99,WJ99
P2,MW47,MW47
P3,XA75,XA75
P5,LV14,LV14
P6,ZV88,ZV88
P1,OB80,OB80
P2,ZV43,ZV43
P3,SA66,SA66
P5,LT42,LT42
P6,EZ84,EZ84
P1,ED20,BD20
P2,VU74,VU74
P3,JM36,JM36
P5,KZ47,KZ47
P6,AR59,AR59
P1,CP91,CP91
P2,PX65,PX65
P3,ZU76,ZU76
P5,UB74,UB74
P6,FR16,FR16
P1,IP52,IP52
P2,VA86,VA86
P3,SC89,SC89
P5,FT93,FT93
P6,MW06,MW86
P1,VH57,VH57
P2,NK74,MK74
P3,GS75,GS75
P5,AN28,AN28
P6,EA44,BA44
P1,QF54,QF54
P2,PT93,PT93
P3,MJ48,MJ48
P5,LD23,LD23
P6,GL50,GL50
P1,PB55,PB55
P2,XX89,AX09
P3,GP21,GP21
P5,WJ26,WJ26
P6,XJ91,XJ91
P1,RQ51,RQ51
P2,JQ88,JQ08
P3,YU80,YU08
P5,CK16,CK16
P6,PO51,PO51
P1,TC97,TC97
P2,WX39,WX39
P3,NL58,KL58
P5,AN85,AK85
P6,OM36,OM36
P1,TU68,TU08
P2,QL17,QL17
P3,TX53,TX53
P5,EF41,EF41
P6,VF21,VF21
P1,CN28,CN28
P2,AM84,AM04
P3,JJ12,JJ12
P5,IU71,IU71
P6,ON08,ON08
P1,DU47,DU47
P2,MU65,MU65
P3,RV41,RV41
P5,XF66,XF66
P6,QK85,QK05
P1,HR21,HR21
P2,LG99,LG99
P3,MT03,MT03
P5,YZ24,YZ24
P6,VQ56,VQ56
P1,MQ82,MQ02
P2,MZ76,MZ76
P3,ZI56,ZI56
P5,VG77,VG77
P6,UG89,UG09
P1,ZL73,ZL73
P2,CX30,CX38
P3,LA17,LA17
P5,IK03,XK85
P6,WS37,WS37
P1,CD68,CD68
P2,QX92,QX92
P3,CB96,CB96
P5,PG85,MG05
P6,NM86,NM06
P1,IO38,IO38
P2,QX73,QX73
P3,DE76,DE76
P5,LU48,LU48
P6,LB11,LB11
P1,ER55,ER55
P2,ZC77,ZC77
P3,PQ78,PQ70
P5,LN35,LN35
P6,US76,US76
P1,UV57,UV57
P2,NG59,KG59
P3,XG64,XG64
P5,KE78,KE78
P6,ZX24,ZX24
P1,HU46,HU46
P2,HO73,HO73
P3,HL68,HL68
P5,OZ17,OZ17
P6,AN91,AN91
P1,HP77,HP77
P2,YQ19,YQ19
P3,EP26,EP26
P5,WO70,WG70
P6,TM33,TM33
P1,ZO57,ZO57
P2,ZW16,ZW16
P3,XX15,AX15
P5,XA06,XA06
P6,DW73,DW73
P1,GA65,GA65
P2,KL32,KL32
P3,OP20,OP20
P5,GF25,GF25
P6,IJ28,IJ28
P1,DX05,DX05
P2,QY74,QY74
P3,ZS13,ZS13
P5,XP75,XP75
P6,IX57,IX57
P1,NR72,NR72
P2,NI13,NI13
P3,RV89,RV89
P5,IZ97,IZ97
P6,NK03,NK03
P1,GF11,GF11
P2,CJ60,CJ60
P3,TL21,TL21
P5,NE53,NE53
P6,SX70,SX70
P1,ZZ11,ZZ11
P2,BL30,BL38
P3,ER69,ER69
P5,ZX23,ZX23
P6,NX39,NX39
P1,JL54,JL54
P2,DQ58,DQ58
P3,NX86,NX86
P5,PE15,PE15
P6,NZ28,NZ28
P1,WW16,WW16
P2,CM43,CM43
P3,LZ77,LZ77
P5,PF40,PF40
P6,QU40,QU40
P1,DN98,DN98
P2,US64,US64
P3,QS64,QS64
P5,II49,II49
P6,CX77,CX77
P1,EW20,EW20
P2,VC77,YC77
P3,MF83,MF83
P5,RN13,RN13
P6,ET37,ET37
P1,SM29,SM29
P2,PL36,PL36
P3,JH54,JH54
P5,JQ26,JQ26
P6,UL15,UL15
P1,TN27,TN27
P2,KD92,KD92
P3,QF38,QF30
P5,NN21,NN21
P6,OG86,OG00
P1,DE20,DE20
P2,XC35,XC35
P3,EJ58,LJ58
P5,TG35,TG35
P6,RX78,RX78
P1,WI05,WI05
P2,XV98,AV98
P3,RM41,RM41
P5,RT12,RT12
P6,JD12,JD12
P1,ZO73,ZO73
P2,OC80,GC00
P3,QV16,QV16
P5,HT98,HT98
P6,AW62,AW62
P1,XP80,XP00
P2,IY39,IY39
P3,XE87,XE87
P5,OA97,OA97
P6,IF24,IF24
P1,RQ68,RQ68
P2,NG44,KG44
P3,JS62,JS62
P5,VU89,VU09
P6,TM29,TM29
P1,EM06,BM86
P2,JV93,JV93
P3,OY27,OY27
P5,SN96,SN96
P6,ET98,ET98
P1,XY39,XY39
P2,TS53,TS53
P3,KU90,KU90
P5,QJ65,QJ65
P6,IY14,IY14
P1,QP24,QP24
P2,ZC93,ZC93
P3,DU83,DU83
P5,HT94,HT94
P6,ND43,ND43
P1,EA59,EA59
P2,HI53,HI53
P3,CQ18,CQ18
P5,OH11,OH11
P6,QE28,QE28
P1,KX45,KX45
P2,NO23,NO23
P3,MM36,MM36
P5,CL22,GL22
P6,BU58,BU58
P1,OQ11,OQ11
P2,ZT39,ZT39
P3,MR80,MR80
P5,EF56,LF56
P6,SZ66,SZ66
P1,EP51,EP51
P2,YK57,YK57
P3,ML51,ML51
P5,UL59,UL59
P6,WS73,WS73
P1,ZB10,ZB10
P2,PS56,FS56
P3,RB86,RB06
P5,QU73,QU73
P6,ZV71,ZV71
P1,TJ12,TJ12
P2,NG86,NG86
P3,YQ49,YQ49
P5,PV78,PV78
P6,YY44,YY44
P1,QU55,QU55
P2,CL90,CL90
P3,MN44,MN44
P5,FT06,FT06
P6,EJ87,BJ87
P1,CL44,CL44
P2,QI12,UI12
P3,YE81,YE81
P5,EU81,BU81
P6,IY43,IY43
P1,KX44,KX44
P2,TB74,TB74
P3,PC39,PC39
P5,JH59,JH59
P6,VH19,VH19
P1,KQ91,NQ91
P2,NK92,NK92
P3,NS24,NS24
P5,YQ38,YQ38
P6,PM34,PM34
P1,PH60,PH60
P2,NQ57,NQ57
P3,DD19,DD19
P5,BC28,BC28
P6,LG69,LG69
P1,BH18,BH18
P2,UI61,UI61
P3,WK52,WK52
P5,DH11,DH11
P6,UN40,UN40
P1,DU83,DU83
P2,VJ65,VJ65
P3,OO77,OO77
P5,DL33,DL33
P6,ZX36,ZX36
P1,QL51,QL51
P2,WQ99,WQ99
P3,FM22,FM22
P5,YI69,YI69
P6,RY63,RY63
P1,LE50,LE50
P2,XH37,XH37
P3,SG21,SG21
P5,HM64,HM64
P6,VI73,VI73
P1,CD85,CD85
P2,MW64,MW64
P3,EQ69,BQ69
P5,EB87,BB87
P6,QX01,QX01
P1,SW73,SW73
P2,GC97,GC97
P3,DA87,DA07
P5,IM61,IM61
P6,VJ52,VJ52
P1,SF88,SF08
P2,OV55,OV55
P3,QT39,QT39
P5,VD54,VD54
P6,FR18,FR18
P1,MZ79,MZ79
P2,OW22,OW22
P3,VC96,VC96
P5,EY79,EY79
P6,YC69,YC69
P1,PO02,PO02
P2,HK53,HK53
P3,AN77,AN77
P5,MY66,MY66
P6,WB63,WB63
P1,YO67,YO67
P2,TG44,TG44
P3,ZG68,ZG68
P5,BK73,BK73
P6,YY20,YY20
P1,FW82,FW82
P2,JO91,JO91
P3,FC98,FC98
P5,VO46,VO46
P6,YD32,YD32
P1,TF04,TF04
P2,ZT01,ZT81
P3,RQ81,RQ01
P5,UD05,UD05
P6,ET92,BT92
P1,VP63,VP63
P2,OX14,OX14
P3,KT71,KT71
P5,GU12,JU12
P6,IO93,IO93
P1,EH59,EH59
P2,HP42,HF42
P3,EO01,LO01
P5,KN39,KN39
P6,VW16,VW16
P1,JK32,JK32
P2,XB56,AB56
P3,OL42,OL42
P5,QE85,QE85
P6,GK72,GK72
P1,HC38,HC38
P2,IB82,IB82
P3,IS21,IS21
P5,LM74,UM74
P6,LF34,LF34
P1,WP73,WP73
P2,TH35,TH35
P3,GE70,GE70
P5,BQ11,BQ11
P6,CQ11,CQ11
P1,OZ41,OZ41
P2,ZS24,ZS24
P3,WD56,WD56
P5,YJ65,YJ65
P6,WS71,WS71
P1,MC58,MC58
P2,BL47,BL47
P3,XG24,XG24
P5,KP64,KP63
P6,UG26,UG26
P1,QF18,QF18
P2,NT96,NT90
P3,TP09,TP09
P5,QO06,QO06
P6,EI24,DI24
P1,LI57,LI57
P2,WB16,WB16
P3,TF35,TF35
P5,KU31,KU31
P6,SR49,SR49
P1,SI41,SI41
P2,JD27,JD27
P3,HN08,HN08
P5,XW99,XW99
P6,XY02,AY82
P1,ZB50,ZB50
P2,PM44,PM44
P3,DD96,DD96
P5,ZH58,ZH58
P6,RY16,RY16
P1,IJ90,IJ98
P2,AP52,AP52
P3,PZ15,PZ13
P5,GY28,GY28
P6,LO67,LO67
P1,PG58,PG58
P2,HO49,HO49
P3,SO76,SO76
P5,IL32,IL32
P6,UG76,UG76
P1,EM12,EM12
P2,JA97,JA97
P3,BR63,BR63
P5,TC81,TC81
P6,LR34,LR34
P1,PY30,FY30
P2,OO82,GO02
P3,SP41,SP41
P5,EX22,EX22
P6,IV86,IV86
P1,OS65,OS65
P2,VC22,VC22
P3,HN81,HN01
P5,MN25,MN25
P6,JJ88,JJ08
P1,EQ13,EQ13
P2,LV87,LV87
P3,ZT93,ZT93
P5,HB23,DE53
P6,HG91,HG91
P1,JB99,JB99
P2,YO89,YO89
P3,AU45,AU43
P5,NX88,NX88
P6,QH37,QH37
P1,RV63,NV63
P2,OA39,OA39
P3,QD28,QD28
P5,IK43,IK43
P6,HY36,HY36
P1,JT86,JT06
P2,ZX99,ZX99
P3,HP16,HP16
P5,KJ01,KJ31
P6,VF13,VF13
P1,QE15,QE15
P2,NO86,NO00
P3,BW30,BW30
P5,EJ05,EJ05
P6,YU11,YU11
P1,GM13,GM13
P2,TE56,TE56
P3,CA58,CA58
P5,SG13,SG13
P6,DV60,DV60
P1,SK32,SK32
P2,TJ89,TJ09
P3,YU74,YU74
P5,WI63,WI63
P6,BY74,BY74
P1,AT41,AT41
P2,OM67,OM67
P3,RD32,RD36
P5,QR35,QR35
P6,DY77,DY77
P1,YO92,YO92
P2,DC96,DC96
P3,EG21,BG71
P5,AW64,AW64
P6,ZW09,ZW89
P1,GZ79,OZ79
P2,OA05,OA85
P3,CM18,CM18
P5,RO41,RO41
P6,CJ16,CJ16
P1,GF46,GF46
P2,XX48,AX48
P3,NS93,NS93
P5,PH70,PH70
P6,XH97,XH97
P1,VT45,VT45
P2,QU16,QV16
P3,XC28,XC20
P5,NQ14,NQ14
P6,XB60,XB60
P1,FF76,FF76
P2,NR49,KR49
P3,CB87,CB07
P5,UY69,UY69
P6,CN82,CN02
P1,PB64,PB64
P2,HV77,HV77
P3,HP12,HP12
P5,XT86,XT86
P6,VT51,VT51
P1,SC44,SC44
P2,CA74,CA74
P3,TI93,TI93
P5,DC15,DC15
P6,UK45,UK45
P1,QD79,QD79
P2,KQ56,KQ56
P3,WI15,WI15
P5,GO41,GO41
P6,TR88,TR08
P1,SJ82,SJ02
P2,UE10,UE10
P3,EP94,EP94
P5,SS23,SS23
P6,HG61,HG61
P1,TB25,TB25
P2,EW87,BW07
P3,UJ07,UJ07
P5,MC96,MC96
P6,SL12,SL12
P1,DR76,DR76
P2,PY64,PY64
P3,IC05,IC05
P5,NP09,NP09
P6,CI18,CI18
P1,ZQ93,ZQ93
P2,ZI84,ZI84
P3,ON69,ON69
P5,SX94,SX94
P6,NE13,NE13
P1,VM57,VM57
P2,VA77,VA77
P3,VB60,VB68
P5,OY30,OY30
P6,QP17,VF77
P1,QV96,QV96
P2,AR83,AR83
P3,BA31,BA31
P5,LR82,LR82
P6,OC93,OC93
P1,JU95,JU95
P2,PZ95,FZ95
P3,EM75,EM75
P5,EY73,LY73
P6,UU06,UU06
P1,UO68,UO68
P2,FG61,FG01
P3,GS59,GS59
P5,IZ28,XZ28
P6,BK39,BK39
P1,GS54,GS54
P2,RN23,RN23
P3,XA61,XA61
P5,IX73,IX73
P6,HP10,HP10
P1,DH78,DH78
P2,AK17,AK17
P3,IR57,IR57
P5,MU77,MU77
P6,QN30,QN30
P1,EV13,EV13
P2,XG13,XG13
P3,UV44,UV44
P5,QX44,QX44
P6,QU60,QU60
P1,EV51,EV51
P2,NG36,NG36
P3,DQ70,DQ70
P5,SN20,SN20
P6,PI85,PI05
P1,UP45,UP45
P2,FR54,FR54
P3,PA50,PA50
P5,OC91,OC91
P6,XX14,XX14
P1,UK87,UK07
P2,UV02,UV82
P3,HU61,HU61
P5,GV13,GV13
P6,VA80,VA80
P1,MK34,MK34
P2,BX91,BX91
P3,NA33,NA33
P5,WF84,WF84
P6,QS31,QS31
P1,EI26,EI26
P2,XP83,AP03
P3,JV93,JV93
P5,QS15,QS15
P6,KY37,KY37
P1,PU65,PU65
P2,VZ72,VZ72
P3,CO46,CO46
P5,RI00,RI00
P6,WL85,WL85
P1,KN60,KN60
P2,OF48,OF48
P3,AO00,AO00
P5,ZV97,ZV97
P6,OK53,OK53
P1,AN62,AN62
P2,NE84,KE04
P3,IT98,IT98
P5,ZL55,ZL55
P6,SN56,SN56
P1,DL92,DL92
P2,MA04,MA84
P3,CW65,CW65
P5,WL97,WL97
P6,CP19,CP19
P1,ZZ53,ZZ53
P2,XP72,XP72
P3,JU89,JU89
P5,CV73,CV73
P6,JQ82,JQ82
P1,RU13,RU13
P2,ZR80,ZR80
P3,VA70,VA70
P5,YJ80,YJ80
P6,YM84,YM84
P1,AI29,AI29
P2,WJ73,WJ73
P3,VZ22,VZ22
P5,YK81,YK81
P6,AU73,AU73
P1,JC55,JC55
P2,CN19,CN19
P3,VT78,VT70
P5,QL37,QL37
P6,UG80,UG80
P1,HP82,HP82
P2,PN71,PN71
P3,GZ82,GZ82
P5,RJ44,RJ44
P6,NB34,NB34
P1,QS41,QS41
P2,PM90,PM98
P3,IP64,IP64
P5,OZ30,OZ30
P6,CB72,CB72
